lemma,surface_word,seed_node_count,source_node_ids,parts_of_speech,max_degree_score,best_frequency,earliest_age_of_acquisition,mean_concreteness
dogsled,dogsled,1,dogsled::v,v,4,1.7689553968641223,7.71,4.89
godchild,godchild,1,godchild::n,n,7,1.7689553968641223,8.06,3.65
suffix,suffix,1,suffix::v,v,3,1.7689553968641223,9.16,3.61
faintness,faintness,1,faintness::n,n,8,1.7689553968641223,9.94,2.04
exasperate,exasperate,1,exasperate::v,v,3,1.7689553968641223,10.17,2.14
casebook,casebook,1,casebook::a,a,7,1.7689553968641223,10.22,4.48
yew,yew,1,yew::n,n,30,1.7689553968641223,10.53,
oxbow,oxbow,1,oxbow::n,n,6,1.7689553968641223,11.23,4.17
shoetree,shoetree,1,shoetree::v,v,4,1.7689553968641223,11.42,
anther,anther,1,anther::n,n,8,1.7689553968641223,11.67,
whirligig,whirligig,1,whirligig::v,v,5,1.7689553968641223,11.69,
boldface,boldface,1,boldface::v,v,3,1.7689553968641223,11.74,2.96
parch,parch,1,parch::v,v,7,1.7689553968641223,11.82,3.35
unconsecrated,unconsecrated,1,unconsecrated::a,a,6,1.7689553968641223,12.13,
idyll,idyll,1,idyll::n,n,9,1.7689553968641223,12.4,
buttress,buttress,1,buttress::v,v,3,1.7689553968641223,12.8,4.25
whelk,whelk,1,whelk::v,v,3,1.7689553968641223,12.86,
solder,solder,1,solder::v,v,6,1.7689553968641223,13.12,
cornice,cornice,1,cornice::v,v,3,1.7689553968641223,13.36,
sociability,sociability,1,sociability::n,n,15,1.7689553968641223,13.63,1.76
nitrite,nitrite,1,nitrite::n,n,8,1.7689553968641223,14.06,3.72
meiosis,meiosis,1,meiosis::n,n,32,1.7689553968641223,14.1,
delphinium,delphinium,1,delphinium::n,n,17,1.7689553968641223,14.22,
kapok,kapok,1,kapok::n,n,19,1.7689553968641223,14.5,
cytosine,cytosine,1,cytosine::n,n,10,1.7689553968641223,14.5,
mesosphere,mesosphere,1,mesosphere::n,n,6,1.7689553968641223,14.5,
carpel,carpel,1,carpel::n,n,6,1.7689553968641223,14.53,
coloratura,coloratura,1,coloratura::n,n,6,1.7689553968641223,14.86,
woad,woad,1,woad::n,n,9,1.7689553968641223,15.0,
gladiolus,gladiolus,1,gladiolus::n,n,14,1.7689553968641223,15.15,
positron,positron,1,positron::n,n,19,1.7689553968641223,15.25,
calendula,calendula,1,calendula::n,n,10,1.7689553968641223,15.25,
dichromate,dichromate,1,dichromate::n,n,4,1.7689553968641223,15.47,
mendelevium,mendelevium,1,mendelevium::n,n,13,1.7689553968641223,15.62,
amaranth,amaranth,1,amaranth::n,n,6,1.7689553968641223,15.73,
verdigris,verdigris,1,verdigris::v,v,3,1.7689553968641223,15.8,
ranunculus,ranunculus,1,ranunculus::n,n,12,1.7689553968641223,16.5,
cassava,cassava,1,cassava::n,n,24,1.7689553968641223,17.44,
schottische,schottische,1,schottische::n,n,4,1.7689553968641223,20.25,
jointed,jointed,1,jointed::a,a,36,1.7689553968641223,,3.74
fluorescein,fluorescein,1,fluorescein::n,n,26,1.7689553968641223,,
confucianism,confucianism,1,confucianism::n,n,19,1.7689553968641223,,
aesir,aesir,1,aesir::n,n,18,1.7689553968641223,,
verbena,verbena,1,verbena::n,n,16,1.7689553968641223,,
oncidium,oncidium,1,oncidium::n,n,15,1.7689553968641223,,
apocrypha,apocrypha,1,apocrypha::n,n,14,1.7689553968641223,,
adenine,adenine,1,adenine::n,n,13,1.7689553968641223,,
botulin,botulin,1,botulin::n,n,11,1.7689553968641223,,
ampicillin,ampicillin,1,ampicillin::n,n,9,1.7689553968641223,,
djibouti,djibouti,1,djibouti::n,n,9,1.7689553968641223,,
jackstraws,jackstraws,1,jackstraws::n,n,9,1.7689553968641223,,
siemens,siemens,1,siemens::n,n,9,1.7689553968641223,,
carmelite,carmelite,2,carmelite::a;carmelite::n,a;n,8,1.7689553968641223,,
leaching,leaching,1,leaching::n,n,7,1.7689553968641223,,
prn,prn,1,prn::r,r,7,1.7689553968641223,,
candida,candida,1,candida::n,n,6,1.7689553968641223,,
manes,manes,1,manes::n,n,6,1.7689553968641223,,4.2
arbutus,arbutus,1,arbutus::n,n,5,1.7689553968641223,,
avowed,avowed,1,avowed::a,a,5,1.7689553968641223,,1.83
inclining,inclining,1,inclining::n,n,5,1.7689553968641223,,
jiao,jiao,1,jiao::n,n,5,1.7689553968641223,,
nigella,nigella,1,nigella::n,n,5,1.7689553968641223,,
ceding,ceding,1,ceding::n,n,4,1.7689553968641223,,
enfolding,enfolding,1,enfolding::n,n,2,1.7689553968641223,,
oldness,oldness,1,oldness::n,n,6,1.5928641378084412,8.56,2.7
applecart,applecart,1,applecart::n,n,4,1.5928641378084412,8.75,4.92
copperplate,copperplate,1,copperplate::n,n,7,1.5928641378084412,9.58,4.36
unshaken,unshaken,1,unshaken::a,a,4,1.5928641378084412,9.79,2.21
crape,crape,1,crape::v,v,5,1.5928641378084412,10.67,
verbalization,verbalization,1,verbalization::n,n,13,1.5928641378084412,10.75,2.89
teargas,teargas,1,teargas::v,v,5,1.5928641378084412,11.37,3.84
tithe,tithe,1,tithe::v,v,3,1.5928641378084412,11.5,
cudgel,cudgel,1,cudgel::v,v,4,1.5928641378084412,11.57,
arrowroot,arrowroot,1,arrowroot::n,n,17,1.5928641378084412,12.0,
antimony,antimony,1,antimony::n,n,18,1.5928641378084412,12.11,
tanbark,tanbark,1,tanbark::n,n,15,1.5928641378084412,12.29,
tubercle,tubercle,1,tubercle::n,n,10,1.5928641378084412,12.6,
royalist,royalist,1,royalist::n,n,5,1.5928641378084412,12.65,
germinate,germinate,1,germinate::v,v,7,1.5928641378084412,12.8,2.85
hydroplane,hydroplane,1,hydroplane::v,v,5,1.5928641378084412,12.8,3.59
silkscreen,silkscreen,1,silkscreen::v,v,3,1.5928641378084412,12.94,
predicate,predicate,1,predicate::v,v,6,1.5928641378084412,13.0,1.71
melamine,melamine,1,melamine::n,n,10,1.5928641378084412,13.08,
copyhold,copyhold,1,copyhold::n,n,15,1.5928641378084412,13.09,
bacillus,bacillus,1,bacillus::n,n,32,1.5928641378084412,13.33,
descant,descant,1,descant::v,v,4,1.5928641378084412,13.5,
tokay,tokay,1,tokay::n,n,4,1.5928641378084412,13.5,
coleus,coleus,1,coleus::n,n,11,1.5928641378084412,14.0,
barite,barite,1,barite::n,n,8,1.5928641378084412,14.0,
catalyze,catalyze,1,catalyze::v,v,14,1.5928641378084412,14.28,2.42
cymbidium,cymbidium,1,cymbidium::n,n,15,1.5928641378084412,14.62,
semiconductor,semiconductor,1,semiconductor::n,n,36,1.5928641378084412,14.79,4.28
exocrine,exocrine,1,exocrine::a,a,4,1.5928641378084412,14.79,
hypertrophy,hypertrophy,1,hypertrophy::v,v,3,1.5928641378084412,15.0,
acanthus,acanthus,1,acanthus::n,n,17,1.5928641378084412,15.17,
armorial,armorial,1,armorial::a,a,4,1.5928641378084412,15.25,
nonpartisan,nonpartisan,1,nonpartisan::n,n,8,1.5928641378084412,15.35,2.04
vanadium,vanadium,1,vanadium::n,n,14,1.5928641378084412,15.4,
carboniferous,carboniferous,1,carboniferous::a,a,4,1.5928641378084412,15.6,
polystyrene,polystyrene,1,polystyrene::n,n,10,1.5928641378084412,15.64,4.16
scandium,scandium,1,scandium::n,n,10,1.5928641378084412,15.78,
damson,damson,1,damson::n,n,6,1.5928641378084412,16.43,
valetudinarian,valetudinarian,1,valetudinarian::a,a,4,1.5928641378084412,16.5,
trillium,trillium,1,trillium::n,n,24,1.5928641378084412,16.92,
trepan,trepan,1,trepan::v,v,5,1.5928641378084412,17.57,
calceolaria,calceolaria,1,calceolaria::n,n,9,1.5928641378084412,21.0,
corolla,corolla,1,corolla::n,n,43,1.5928641378084412,,
cassia,cassia,1,cassia::n,n,41,1.5928641378084412,,
rhus,rhus,1,rhus::n,n,23,1.5928641378084412,,
sisyphus,sisyphus,1,sisyphus::n,n,23,1.5928641378084412,,
styrax,styrax,1,styrax::n,n,17,1.5928641378084412,,
timbale,timbale,1,timbale::n,n,16,1.5928641378084412,,
trental,trental,1,trental::n,n,15,1.5928641378084412,,
justinian,justinian,1,justinian::n,n,14,1.5928641378084412,,
hosta,hosta,1,hosta::n,n,13,1.5928641378084412,,
aureomycin,aureomycin,1,aureomycin::n,n,11,1.5928641378084412,,
fils,fils,1,fils::n,n,11,1.5928641378084412,,
globin,globin,1,globin::n,n,11,1.5928641378084412,,
spattering,spattering,1,spattering::n,n,11,1.5928641378084412,,3.39
osage,osage,1,osage::n,n,10,1.5928641378084412,,
althaea,althaea,1,althaea::n,n,9,1.5928641378084412,,
senna,senna,1,senna::n,n,9,1.5928641378084412,,
anopheles,anopheles,1,anopheles::n,n,8,1.5928641378084412,,
blemished,blemished,1,blemished::a,a,8,1.5928641378084412,,
medoc,medoc,1,medoc::n,n,8,1.5928641378084412,,
abaca,abaca,1,abaca::n,n,7,1.5928641378084412,,
papain,papain,1,papain::n,n,7,1.5928641378084412,,
agar,agar,1,agar::n,n,6,1.5928641378084412,,
habakkuk,habakkuk,1,habakkuk::n,n,6,1.5928641378084412,,
incus,incus,1,incus::n,n,6,1.5928641378084412,,
pavane,pavane,1,pavane::n,n,6,1.5928641378084412,,
vanda,vanda,1,vanda::n,n,6,1.5928641378084412,,
amharic,amharic,1,amharic::a,a,5,1.5928641378084412,,
arethusa,arethusa,1,arethusa::n,n,5,1.5928641378084412,,
chondrus,chondrus,1,chondrus::n,n,5,1.5928641378084412,,
gyps,gyps,1,gyps::n,n,5,1.5928641378084412,,
hellenic,hellenic,1,hellenic::n,n,5,1.5928641378084412,,
chelate,chelate,1,chelate::v,v,4,1.5928641378084412,,
datura,datura,1,datura::n,n,4,1.5928641378084412,,
poleax,poleax,1,poleax::v,v,4,1.5928641378084412,,
bitt,bitt,1,bitt::v,v,3,1.5928641378084412,,
bufo,bufo,1,bufo::n,n,3,1.5928641378084412,,
chaetodon,chaetodon,1,chaetodon::n,n,3,1.5928641378084412,,
conto,conto,1,conto::n,n,3,1.5928641378084412,,
doric,doric,1,doric::a,a,3,1.5928641378084412,,
mucor,mucor,1,mucor::n,n,3,1.5928641378084412,,
phytolacca,phytolacca,1,phytolacca::n,n,3,1.5928641378084412,,
gingerly,gingerly,1,gingerly::r,r,2,1.5928641378084412,,1.76
habanera,habanera,1,habanera::n,n,6,,12.27,
poniard,poniard,1,poniard::v,v,3,,14.0,
herbage,herbage,1,herbage::n,n,14,,14.25,
cinchona,cinchona,1,cinchona::n,n,12,,14.5,
foreordain,foreordain,1,foreordain::v,v,7,,16.27,
buckram,buckram,1,buckram::v,v,3,,16.5,
more_than,more than,1,more_than::a,a,618,,,
has_been,has been,1,has_been::n,n,426,,,
computer_science,computer science,1,computer_science::n,n,198,,,
metallic_element,metallic element,1,metallic_element::n,n,186,,,
spinal_cord,spinal cord,1,spinal_cord::n,n,115,,,4.73
sexual_intercourse,sexual intercourse,1,sexual_intercourse::n,n,95,,,
no_longer,no longer,1,no_longer::r,r,89,,,
central_nervous_system,central nervous system,1,central_nervous_system::n,n,71,,,
body_part,body part,1,body_part::n,n,68,,,4.47
electromagnetic_radiation,electromagnetic radiation,1,electromagnetic_radiation::n,n,63,,,
connective_tissue,connective tissue,1,connective_tissue::n,n,61,,,
high_speed,high speed,1,high_speed::a,a,59,,,3.52
magnetic_field,magnetic field,1,magnetic_field::n,n,56,,,3.42
carbon_dioxide,carbon dioxide,1,carbon_dioxide::n,n,55,,,3.97
blue_green,blue green,1,blue_green::n,n,54,,,
calyx,calyx,1,calyx::n,n,53,,,
hydrolysis,hydrolysis,1,hydrolysis::n,n,53,,,2.87
american_football,american football,1,american_football::n,n,52,,,
cerebral_cortex,cerebral cortex,1,cerebral_cortex::n,n,52,,,
internal_combustion_engine,internal combustion engine,1,internal_combustion_engine::n,n,52,,,
quantifier,quantifier,1,quantifier::n,n,48,,,2.63
aquatic_plant,aquatic plant,1,aquatic_plant::n,n,43,,,
long_legged,long legged,1,long_legged::a,a,40,,,
set_up,set up,1,set_up::v,v,40,,,
algonquian,algonquian,2,algonquian::a;algonquian::n,a;n,39,,,
heartwood,heartwood,1,heartwood::n,n,38,,,
central_africa,central africa,1,central_africa::n,n,37,,,
space_time,space time,1,space_time::n,n,36,,,
computer_system,computer system,1,computer_system::n,n,35,,,4.63
alimentary_canal,alimentary canal,1,alimentary_canal::n,n,31,,,
blastula,blastula,1,blastula::n,n,31,,,
cereal_grass,cereal grass,1,cereal_grass::n,n,29,,,
spadix,spadix,1,spadix::n,n,29,,,
adrenal_cortex,adrenal cortex,1,adrenal_cortex::n,n,28,,,
alcoholic_beverage,alcoholic beverage,1,alcoholic_beverage::n,n,28,,,
alkali_metal,alkali metal,1,alkali_metal::n,n,28,,,
menstrual_cycle,menstrual cycle,1,menstrual_cycle::n,n,28,,,
cochlea,cochlea,1,cochlea::n,n,27,,,
high_voltage,high voltage,1,high_voltage::a,a,27,,,
sago,sago,1,sago::n,n,27,,,
combining_form,combining form,1,combining_form::n,n,26,,,
compositae,compositae,1,compositae::n,n,26,,,
correlation_coefficient,correlation coefficient,1,correlation_coefficient::n,n,26,,,
ribosome,ribosome,1,ribosome::n,n,26,,,
taliban,taliban,1,taliban::n,n,26,,,
calcium_carbonate,calcium carbonate,1,calcium_carbonate::n,n,25,,,
red_wine,red wine,1,red_wine::n,n,25,,,
si_unit,si unit,1,si_unit::n,n,25,,,
sociopathic_personality,sociopathic personality,1,sociopathic_personality::n,n,25,,,
adult_male,adult male,1,adult_male::n,n,24,,,
ampere,ampere,1,ampere::n,n,24,,,
antisocial_personality_disorder,antisocial personality disorder,1,antisocial_personality_disorder::n,n,24,,,
come_together,come together,1,come_together::v,v,24,,,2.93
ice_hockey,ice hockey,1,ice_hockey::n,n,24,,,4.64
sea_level,sea level,1,sea_level::n,n,24,,,
breeding_season,breeding season,1,breeding_season::n,n,23,,,
color_spectrum,color spectrum,1,color_spectrum::n,n,23,,,
mak,mak,1,mak::n,n,23,,,
meeting_beam_headlamp,meeting beam headlamp,1,meeting_beam_headlamp::n,n,23,,,
taoism,taoism,1,taoism::n,n,23,,,
close_together,close together,1,close_together::a,a,22,,,
cock_ring,cock ring,1,cock_ring::n,n,22,,,
coriolis_force,coriolis force,1,coriolis_force::n,n,22,,,
middle_c,middle c,1,middle_c::n,n,22,,,
psychopathic_personality,psychopathic personality,1,psychopathic_personality::n,n,22,,,
subdivision_basidiomycota,subdivision basidiomycota,1,subdivision_basidiomycota::n,n,22,,,
vx_gas,vx gas,1,vx_gas::n,n,22,,,
abdominal_cavity,abdominal cavity,1,abdominal_cavity::n,n,21,,,
beaufort_scale,beaufort scale,1,beaufort_scale::n,n,21,,,
cucurbita_pepo,cucurbita pepo,1,cucurbita_pepo::n,n,21,,,
edge_tool,edge tool,1,edge_tool::n,n,21,,,
green_dinosaur,green dinosaur,1,green_dinosaur::n,n,21,,,
hold_back,hold back,1,hold_back::v,v,21,,,
ion_exchange_resin,ion exchange resin,1,ion_exchange_resin::n,n,21,,,
masdevallia,masdevallia,1,masdevallia::n,n,21,,,
namibia,namibia,1,namibia::n,n,21,,,
nucleic_acid,nucleic acid,1,nucleic_acid::n,n,21,,,
phintias,phintias,1,phintias::n,n,21,,,
pogonia,pogonia,1,pogonia::n,n,21,,,
romany,romany,1,romany::n,n,21,,,
sodium_chloride,sodium chloride,1,sodium_chloride::n,n,21,,,
tasmania,tasmania,1,tasmania::n,n,21,,,
antiparticle,antiparticle,1,antiparticle::n,n,20,,,
coal_tar,coal tar,1,coal_tar::n,n,20,,,
coniferophytina,coniferophytina,1,coniferophytina::n,n,20,,,
dead_burned_lime,dead burned lime,1,dead_burned_lime::n,n,20,,,
deadburned_lime,deadburned lime,1,deadburned_lime::n,n,20,,,
fibrin,fibrin,1,fibrin::n,n,20,,,
grams_method,grams method,1,grams_method::n,n,20,,,
hieracium,hieracium,1,hieracium::n,n,20,,,
homo_sapiens,homo sapiens,1,homo_sapiens::n,n,20,,,
hubble_constant,hubble constant,1,hubble_constant::n,n,20,,,
hypersensitivity_reaction,hypersensitivity reaction,1,hypersensitivity_reaction::n,n,20,,,
ion_exchange_polymer,ion exchange polymer,1,ion_exchange_polymer::n,n,20,,,
over_burned_lime,over burned lime,1,over_burned_lime::n,n,20,,,
overburned_lime,overburned lime,1,overburned_lime::n,n,20,,,
pitressin,pitressin,1,pitressin::n,n,20,,,
siouan_language,siouan language,1,siouan_language::n,n,20,,,
sphagnum,sphagnum,1,sphagnum::n,n,20,,,
third_base,third base,1,third_base::n,n,20,,,
angiotensin,angiotensin,1,angiotensin::n,n,19,,,
arthurian_legend,arthurian legend,1,arthurian_legend::n,n,19,,,
fuscoboletinus,fuscoboletinus,1,fuscoboletinus::n,n,19,,,
guinea_worm,guinea worm,1,guinea_worm::n,n,19,,,
ixodes_scapularis,ixodes scapularis,1,ixodes_scapularis::n,n,19,,,
meadow_rue,meadow rue,1,meadow_rue::n,n,19,,,
mefoxin,mefoxin,1,mefoxin::n,n,19,,,
parasympathetic,parasympathetic,1,parasympathetic::n,n,19,,,
phonograph_record,phonograph record,1,phonograph_record::n,n,19,,,
very_light,very light,1,very_light::n,n,19,,,
wild_crab,wild crab,1,wild_crab::n,n,19,,,
alupent,alupent,1,alupent::n,n,18,,,
botox,botox,1,botox::n,n,18,,,
cardiac_arrest,cardiac arrest,1,cardiac_arrest::n,n,18,,,4.2
coelogyne,coelogyne,1,coelogyne::n,n,18,,,
cycadophyta,cycadophyta,1,cycadophyta::n,n,18,,,
cycadopsida,cycadopsida,1,cycadopsida::n,n,18,,,
european_beech,european beech,1,european_beech::n,n,18,,,
gloriosa,gloriosa,1,gloriosa::n,n,18,,,
k_lor,k lor,1,k_lor::n,n,18,,,
leavening_agent,leavening agent,1,leavening_agent::n,n,18,,,
lenticular_nucleus,lenticular nucleus,1,lenticular_nucleus::n,n,18,,,
lions_foot,lions foot,1,lions_foot::n,n,18,,,
long_time,long time,1,long_time::a,a,18,,,
medulla_oblongata,medulla oblongata,1,medulla_oblongata::n,n,18,,,
subdivision_cycadophytina,subdivision cycadophytina,1,subdivision_cycadophytina::n,n,18,,,
arianism,arianism,1,arianism::n,n,17,,,
belemnite,belemnite,1,belemnite::n,n,17,,,
douglas_fir,douglas fir,1,douglas_fir::n,n,17,,,
ebola_hemorrhagic_fever,ebola hemorrhagic fever,1,ebola_hemorrhagic_fever::n,n,17,,,
ecliptic,ecliptic,1,ecliptic::n,n,17,,,
excretory_product,excretory product,1,excretory_product::n,n,17,,,
guided_missile,guided missile,1,guided_missile::n,n,17,,,
ixodes_pacificus,ixodes pacificus,1,ixodes_pacificus::n,n,17,,,
leakey,leakey,1,leakey::n,n,17,,,
loniten,loniten,1,loniten::n,n,17,,,
psa,psa,1,psa::n,n,17,,,
retrovir,retrovir,1,retrovir::n,n,17,,,
rh_factor,rh factor,1,rh_factor::n,n,17,,,
rogaine,rogaine,1,rogaine::n,n,17,,,
sanicle,sanicle,1,sanicle::n,n,17,,,
spirula,spirula,1,spirula::n,n,17,,,
sumer,sumer,1,sumer::n,n,17,,,
uraninite,uraninite,1,uraninite::n,n,17,,,
white_fungus,white fungus,1,white_fungus::n,n,17,,,
achromatic_color,achromatic color,1,achromatic_color::n,n,16,,,
aggregate_fruit,aggregate fruit,1,aggregate_fruit::n,n,16,,,
arava,arava,1,arava::n,n,16,,,
clamatores,clamatores,1,clamatores::n,n,16,,,
cocoa_powder,cocoa powder,1,cocoa_powder::n,n,16,,,
femoral_vein,femoral vein,1,femoral_vein::n,n,16,,,
first_year,first year,1,first_year::a,a,16,,,
fixed_exchange_rate,fixed exchange rate,1,fixed_exchange_rate::n,n,16,,,
fukien,fukien,1,fukien::n,n,16,,,
gastrolobium,gastrolobium,1,gastrolobium::n,n,16,,,
hydnocarpus_laurifolia,hydnocarpus laurifolia,1,hydnocarpus_laurifolia::n,n,16,,,
islamism,islamism,1,islamism::n,n,16,,,
ixodes_ricinus,ixodes ricinus,1,ixodes_ricinus::n,n,16,,,
kauri,kauri,1,kauri::n,n,16,,,
konimeter,konimeter,1,konimeter::n,n,16,,,
kroto,kroto,1,kroto::n,n,16,,,
laocoon,laocoon,1,laocoon::n,n,16,,,
lopressor,lopressor,1,lopressor::n,n,16,,,
macrodantin,macrodantin,1,macrodantin::n,n,16,,,
mercury_poisoning,mercury poisoning,1,mercury_poisoning::n,n,16,,,
methedrine,methedrine,1,methedrine::n,n,16,,,
parental_leave,parental leave,1,parental_leave::n,n,16,,,
phrenitis,phrenitis,1,phrenitis::n,n,16,,,
record_player,record player,1,record_player::n,n,16,,,4.66
scilla,scilla,1,scilla::n,n,16,,,
social_gathering,social gathering,1,social_gathering::n,n,16,,,
sperm_whale,sperm whale,1,sperm_whale::n,n,16,,,
alliaceae,alliaceae,1,alliaceae::n,n,15,,,
alyssum,alyssum,1,alyssum::n,n,15,,,
angular_vein,angular vein,1,angular_vein::n,n,15,,,
asynchronous_motor,asynchronous motor,1,asynchronous_motor::n,n,15,,,
austenite,austenite,1,austenite::n,n,15,,,
castor_oil,castor oil,1,castor_oil::n,n,15,,,
cattleya,cattleya,1,cattleya::n,n,15,,,
cellular_glass,cellular glass,1,cellular_glass::n,n,15,,,
chrysophyta,chrysophyta,1,chrysophyta::n,n,15,,,
clematis,clematis,1,clematis::n,n,15,,,
draba,draba,1,draba::n,n,15,,,
estronol,estronol,1,estronol::n,n,15,,,
evergreen_oak,evergreen oak,1,evergreen_oak::n,n,15,,,
expanded_glass,expanded glass,1,expanded_glass::n,n,15,,,
foam_glass,foam glass,1,foam_glass::n,n,15,,,
forsythia,forsythia,1,forsythia::n,n,15,,,
georgia_bark,georgia bark,1,georgia_bark::n,n,15,,,
gowen_cypress,gowen cypress,1,gowen_cypress::n,n,15,,,
helipterum,helipterum,1,helipterum::n,n,15,,,
higher_rank,higher rank,1,higher_rank::n,n,15,,,
hirschsprungs_disease,hirschsprungs disease,1,hirschsprungs_disease::n,n,15,,,
iseult,iseult,1,iseult::n,n,15,,,
klinefelters_syndrome,klinefelters syndrome,1,klinefelters_syndrome::n,n,15,,,
lanthanide_series,lanthanide series,1,lanthanide_series::n,n,15,,,
lithops,lithops,1,lithops::n,n,15,,,
memory_chip,memory chip,1,memory_chip::n,n,15,,,
mesophyte,mesophyte,1,mesophyte::n,n,15,,,
metrazol,metrazol,1,metrazol::n,n,15,,,
mexican_hat,mexican hat,1,mexican_hat::n,n,15,,,
mycenae,mycenae,1,mycenae::n,n,15,,,
neolentinus,neolentinus,1,neolentinus::n,n,15,,,
optic_nerve,optic nerve,1,optic_nerve::n,n,15,,,
pass_out,pass out,1,pass_out::v,v,15,,,
plavix,plavix,1,plavix::n,n,15,,,
progne,progne,1,progne::n,n,15,,,
psychological_disorder,psychological disorder,1,psychological_disorder::n,n,15,,,
public_transport,public transport,1,public_transport::n,n,15,,,
reproductive_cell,reproductive cell,1,reproductive_cell::n,n,15,,,
snellen_chart,snellen chart,1,snellen_chart::n,n,15,,,
south_southwest,south southwest,2,south_southwest::n;south_southwest::r,n;r,15,,,
tax_liability,tax liability,1,tax_liability::n,n,15,,,
terramycin,terramycin,1,terramycin::n,n,15,,,
vas_deferens,vas deferens,1,vas_deferens::n,n,15,,,
